stock_name,date,year,month,position
38./ THEOPHANU STIFTUNG G & G POLLERT,2023-04,2023,4,3100000.0
38./ THEOPHANU STIFTUNG G & G POLLERT,2023-05,2023,5,3100000.0
38./ THEOPHANU STIFTUNG G & G POLLERT,2023-06,2023,6,3100000.0
38./ THEOPHANU STIFTUNG G & G POLLERT,2023-07,2023,7,3100000.0
38./ THEOPHANU STIFTUNG G & G POLLERT,2023-08,2023,8,3100000.0
38./ THEOPHANU STIFTUNG G & G POLLERT,2023-09,2023,9,3100000.0
38./ THEOPHANU STIFTUNG G & G POLLERT,2023-10,2023,10,3100000.0
38./ THEOPHANU STIFTUNG G & G POLLERT,2023-11,2023,11,3100000.0
38./ THEOPHANU STIFTUNG G & G POLLERT,2023-12,2023,12,3100000.0
38./ THEOPHANU STIFTUNG G & G POLLERT,2024-01,2024,1,3100000.0
38./ THEOPHANU STIFTUNG G & G POLLERT,2024-02,2024,2,3100000.0
38./ THEOPHANU STIFTUNG G & G POLLERT,2024-03,2024,3,3100000.0
38./ THEOPHANU STIFTUNG G & G POLLERT,2024-04,2024,4,3100000.0
38./ THEOPHANU STIFTUNG G & G POLLERT,2024-05,2024,5,3100000.0
38./ THEOPHANU STIFTUNG G & G POLLERT,2024-06,2024,6,3100000.0
38./ THEOPHANU STIFTUNG G & G POLLERT,2024-07,2024,7,3100000.0
38./ THEOPHANU STIFTUNG G & G POLLERT,2024-08,2024,8,3100000.0
38./ THEOPHANU STIFTUNG G & G POLLERT,2024-09,2024,9,3100000.0
38./ THEOPHANU STIFTUNG G & G POLLERT,2024-10,2024,10,3100000.0
38.1 Sauter Claus,2007-04,2007,4,13390000.0
38.1 Sauter Claus,2007-05,2007,5,13390000.0
38.1 Sauter Claus,2007-06,2007,6,13390000.0
38.1 Sauter Claus,2007-07,2007,7,13370000.0
38.1 Sauter Claus,2007-08,2007,8,13370000.0
38.1 Sauter Claus,2007-09,2007,9,13370000.0
38.1 Sauter Claus,2007-10,2007,10,13390000.0
38.1 Sauter Claus,2007-11,2007,11,13390000.0
38.1 Sauter Claus,2007-12,2007,12,13390000.0
38.1 Sauter Claus,2008-01,2008,1,13390000.0
38.1 Sauter Claus,2008-02,2008,2,13390000.0
38.1 Sauter Claus,2008-03,2008,3,13390000.0
38.1 Sauter Claus,2008-04,2008,4,13390000.0
38.1 Sauter Claus,2008-05,2008,5,13390000.0
38.1 Sauter Claus,2008-06,2008,6,13390000.0
38.1 Sauter Claus,2008-07,2008,7,13390000.0
38.1 Sauter Claus,2008-08,2008,8,13390000.0
38.1 Sauter Claus,2008-09,2008,9,13390000.0
38.1 Sauter Claus,2008-10,2008,10,13390000.0
38.1 Sauter Claus,2008-11,2008,11,13390000.0
38.1 Sauter Claus,2008-12,2008,12,13390000.0
38.1 Sauter Claus,2009-01,2009,1,12530000.0
38.1 Sauter Claus,2009-02,2009,2,12530000.0
38.1 Sauter Claus,2009-03,2009,3,12530000.0
38.1 Sauter Claus,2009-04,2009,4,12540000.0
38.1 Sauter Claus,2009-05,2009,5,12540000.0
38.1 Sauter Claus,2009-06,2009,6,12540000.0
38.1 Sauter Claus,2009-07,2009,7,12540000.0
38.1 Sauter Claus,2009-08,2009,8,12540000.0
38.1 Sauter Claus,2009-09,2009,9,12540000.0
38.1 Sauter Claus,2009-10,2009,10,12540000.0
38.1 Sauter Claus,2009-11,2009,11,12540000.0
38.1 Sauter Claus,2009-12,2009,12,12540000.0
38.1 Sauter Claus,2010-01,2010,1,12530000.0
38.1 Sauter Claus,2010-02,2010,2,12530000.0
38.1 Sauter Claus,2010-03,2010,3,12530000.0
38.1 Sauter Claus,2010-04,2010,4,12540000.0
38.1 Sauter Claus,2010-05,2010,5,12540000.0
38.1 Sauter Claus,2010-06,2010,6,12540000.0
38.1 Sauter Claus,2010-07,2010,7,12540000.0
38.1 Sauter Claus,2010-08,2010,8,12540000.0
38.1 Sauter Claus,2010-09,2010,9,12540000.0
38.1 Sauter Claus,2010-10,2010,10,12540000.0
38.1 Sauter Claus,2010-11,2010,11,12540000.0
38.1 Sauter Claus,2010-12,2010,12,12540000.0
38.1 Sauter Claus,2011-01,2011,1,12530000.0
38.1 Sauter Claus,2011-02,2011,2,12530000.0
38.1 Sauter Claus,2011-03,2011,3,12530000.0
38.1 Sauter Claus,2011-04,2011,4,12540000.0
38.1 Sauter Claus,2011-05,2011,5,12540000.0
38.1 Sauter Claus,2011-06,2011,6,12540000.0
38.1 Sauter Claus,2011-07,2011,7,12540000.0
38.1 Sauter Claus,2011-08,2011,8,12540000.0
38.1 Sauter Claus,2011-09,2011,9,12540000.0
38.1 Sauter Claus,2011-10,2011,10,12540000.0
38.1 Sauter Claus,2011-11,2011,11,12540000.0
38.1 Sauter Claus,2011-12,2011,12,12540000.0
38.1 Sauter Claus,2012-01,2012,1,12540000.0
38.1 Sauter Claus,2012-02,2012,2,12540000.0
38.1 Sauter Claus,2012-03,2012,3,12540000.0
38.1 Sauter Claus,2012-04,2012,4,12540000.0
38.1 Sauter Claus,2012-05,2012,5,12540000.0
38.1 Sauter Claus,2012-06,2012,6,12540000.0
38.1 Sauter Claus,2012-07,2012,7,12540000.0
38.1 Sauter Claus,2012-08,2012,8,12540000.0
38.1 Sauter Claus,2012-09,2012,9,12540000.0
38.1 Sauter Claus,2012-10,2012,10,12540000.0
38.1 Sauter Claus,2012-11,2012,11,12540000.0
38.1 Sauter Claus,2012-12,2012,12,12540000.0
38.1 Sauter Claus,2013-01,2013,1,12540000.0
38.1 Sauter Claus,2013-02,2013,2,12540000.0
38.1 Sauter Claus,2013-03,2013,3,12540000.0
38.1 Sauter Claus,2013-04,2013,4,12540000.0
38.1 Sauter Claus,2013-05,2013,5,12540000.0
38.1 Sauter Claus,2013-06,2013,6,12540000.0
38.1 Sauter Claus,2013-07,2013,7,12540000.0
38.1 Sauter Claus,2013-08,2013,8,12540000.0
38.1 Sauter Claus,2013-09,2013,9,12540000.0
38.1 Sauter Claus,2013-10,2013,10,12540000.0
38.1 Sauter Claus,2013-11,2013,11,12540000.0
38.1 Sauter Claus,2013-12,2013,12,12540000.0
38.1 Sauter Claus,2014-01,2014,1,12540000.0
38.1 Sauter Claus,2014-02,2014,2,12540000.0
38.1 Sauter Claus,2014-03,2014,3,12540000.0
38.1 Sauter Claus,2014-04,2014,4,12540000.0
38.1 Sauter Claus,2014-05,2014,5,12540000.0
38.1 Sauter Claus,2014-06,2014,6,12540000.0
38.1 Sauter Claus,2014-07,2014,7,12540000.0
38.1 Sauter Claus,2014-08,2014,8,12540000.0
38.1 Sauter Claus,2014-09,2014,9,12540000.0
38.1 Sauter Claus,2014-10,2014,10,12540000.0
38.1 Sauter Claus,2014-11,2014,11,12540000.0
38.1 Sauter Claus,2014-12,2014,12,12540000.0
38.1 Sauter Claus,2015-01,2015,1,12540000.0
38.1 Sauter Claus,2015-02,2015,2,12540000.0
38.1 Sauter Claus,2015-03,2015,3,12540000.0
38.1 Sauter Claus,2015-04,2015,4,12540000.0
38.1 Sauter Claus,2015-05,2015,5,12540000.0
38.1 Sauter Claus,2015-06,2015,6,12540000.0
38.1 Sauter Claus,2015-07,2015,7,12540000.0
38.1 Sauter Claus,2015-08,2015,8,12540000.0
38.1 Sauter Claus,2015-09,2015,9,12540000.0
38.1 Sauter Claus,2015-10,2015,10,10000000.0
38.1 Sauter Claus,2015-11,2015,11,10000000.0
38.1 Sauter Claus,2015-12,2015,12,10000000.0
38.1 Sauter Claus,2016-01,2016,1,10000000.0
38.1 Sauter Claus,2016-02,2016,2,10000000.0
38.1 Sauter Claus,2016-03,2016,3,10000000.0
38.1 Sauter Claus,2016-04,2016,4,10000000.0
38.1 Sauter Claus,2016-05,2016,5,10000000.0
38.1 Sauter Claus,2016-06,2016,6,10000000.0
38.1 Sauter Claus,2016-07,2016,7,13200000.0
38.1 Sauter Claus,2016-08,2016,8,13200000.0
38.1 Sauter Claus,2016-09,2016,9,13200000.0
38.1 Sauter Claus,2016-10,2016,10,13240000.0
38.1 Sauter Claus,2016-11,2016,11,13240000.0
38.1 Sauter Claus,2016-12,2016,12,13240000.0
38.1 Sauter Claus,2017-01,2017,1,13220000.0
38.1 Sauter Claus,2017-02,2017,2,13220000.0
38.1 Sauter Claus,2017-03,2017,3,13220000.0
38.1 Sauter Claus,2017-04,2017,4,13240000.0
38.1 Sauter Claus,2017-05,2017,5,13240000.0
38.1 Sauter Claus,2017-06,2017,6,13240000.0
38.1 Sauter Claus,2017-07,2017,7,13240000.0
38.1 Sauter Claus,2017-08,2017,8,13240000.0
38.1 Sauter Claus,2017-09,2017,9,13240000.0
38.1 Sauter Claus,2017-10,2017,10,13240000.0
38.1 Sauter Claus,2017-11,2017,11,13240000.0
38.1 Sauter Claus,2017-12,2017,12,13240000.0
38.1 Sauter Claus,2018-01,2018,1,13240000.0
38.1 Sauter Claus,2018-02,2018,2,13240000.0
38.1 Sauter Claus,2018-03,2018,3,13240000.0
38.1 Sauter Claus,2018-04,2018,4,13240000.0
38.1 Sauter Claus,2018-05,2018,5,13240000.0
38.1 Sauter Claus,2018-06,2018,6,13240000.0
38.1 Sauter Claus,2018-07,2018,7,13240000.0
38.1 Sauter Claus,2018-08,2018,8,13240000.0
38.1 Sauter Claus,2018-09,2018,9,13240000.0
38.1 Sauter Claus,2018-10,2018,10,13240000.0
38.1 Sauter Claus,2018-11,2018,11,13240000.0
38.1 Sauter Claus,2018-12,2018,12,13240000.0
38.1 Sauter Claus,2019-01,2019,1,13220000.0
38.1 Sauter Claus,2019-02,2019,2,13220000.0
38.1 Sauter Claus,2019-03,2019,3,13220000.0
38.1 Sauter Claus,2019-04,2019,4,13240000.0
38.1 Sauter Claus,2019-05,2019,5,13240000.0
38.1 Sauter Claus,2019-06,2019,6,13240000.0
38.1 Sauter Claus,2019-07,2019,7,13240000.0
38.1 Sauter Claus,2019-08,2019,8,13240000.0
38.1 Sauter Claus,2019-09,2019,9,13240000.0
38.1 Sauter Claus,2019-10,2019,10,13250000.0
38.1 Sauter Claus,2019-11,2019,11,13250000.0
38.1 Sauter Claus,2019-12,2019,12,13250000.0
38.1 Sauter Claus,2020-01,2020,1,13240000.0
38.1 Sauter Claus,2020-02,2020,2,13240000.0
38.1 Sauter Claus,2020-03,2020,3,13240000.0
38.1 Sauter Claus,2020-04,2020,4,13240000.0
38.1 Sauter Claus,2020-05,2020,5,13240000.0
38.1 Sauter Claus,2020-06,2020,6,13240000.0
38.1 Sauter Claus,2020-07,2020,7,13240000.0
38.1 Sauter Claus,2020-08,2020,8,13240000.0
38.1 Sauter Claus,2020-09,2020,9,13240000.0
38.1 Sauter Claus,2020-10,2020,10,13240000.0
38.1 Sauter Claus,2020-11,2020,11,13240000.0
38.1 Sauter Claus,2020-12,2020,12,13240000.0
38.1 Sauter Claus,2021-01,2021,1,13240000.0
38.1 Sauter Claus,2021-02,2021,2,13240000.0
38.1 Sauter Claus,2021-03,2021,3,13240000.0
38.1 Sauter Claus,2021-04,2021,4,13240000.0
38.1 Sauter Claus,2021-05,2021,5,13240000.0
38.1 Sauter Claus,2021-06,2021,6,13240000.0
38.1 Sauter Claus,2021-07,2021,7,13340000.0
38.1 Sauter Claus,2021-08,2021,8,13340000.0
38.1 Sauter Claus,2021-09,2021,9,13340000.0
38.1 Sauter Claus,2021-10,2021,10,13310000.0
38.1 Sauter Claus,2021-11,2021,11,13310000.0
38.1 Sauter Claus,2021-12,2021,12,13310000.0
38.1 Sauter Claus,2022-01,2022,1,13340000.0
38.1 Sauter Claus,2022-02,2022,2,13340000.0
38.1 Sauter Claus,2022-03,2022,3,13340000.0
38.1 Sauter Claus,2022-04,2022,4,13340000.0
38.1 Sauter Claus,2022-05,2022,5,13340000.0
38.1 Sauter Claus,2022-06,2022,6,13340000.0
38.1 Sauter Claus,2022-07,2022,7,13390000.0
38.1 Sauter Claus,2022-08,2022,8,13390000.0
38.1 Sauter Claus,2022-09,2022,9,13390000.0
38.1 Sauter Claus,2022-10,2022,10,13370000.0
38.1 Sauter Claus,2022-11,2022,11,13370000.0
38.1 Sauter Claus,2022-12,2022,12,13370000.0
38.1 Sauter Claus,2023-01,2023,1,13370000.0
38.1 Sauter Claus,2023-02,2023,2,13370000.0
38.1 Sauter Claus,2023-03,2023,3,13370000.0
38.1 Sauter Claus,2023-04,2023,4,13390000.0
38.1 Sauter Claus,2023-05,2023,5,13390000.0
38.1 Sauter Claus,2023-06,2023,6,13390000.0
38.1 Sauter Claus,2023-07,2023,7,13390000.0
38.1 Sauter Claus,2023-08,2023,8,13390000.0
38.1 Sauter Claus,2023-09,2023,9,13390000.0
38.1 Sauter Claus,2023-10,2023,10,13390000.0
38.1 Sauter Claus,2023-11,2023,11,13390000.0
38.1 Sauter Claus,2023-12,2023,12,13390000.0
38.1 Sauter Claus,2024-01,2024,1,13370000.0
38.1 Sauter Claus,2024-02,2024,2,13370000.0
38.1 Sauter Claus,2024-03,2024,3,13370000.0
38.1 Sauter Claus,2024-04,2024,4,13390000.0
38.1 Sauter Claus,2024-05,2024,5,13390000.0
38.1 Sauter Claus,2024-06,2024,6,13390000.0
38.1 Sauter Claus,2024-07,2024,7,14530000.0
38.1 Sauter Claus,2024-08,2024,8,14530000.0
38.1 Sauter Claus,2024-09,2024,9,14530000.0
38.1 Sauter Claus,2024-10,2024,10,14540000.0
38.1 Sauter Claus,2024-11,2024,11,14540000.0
38.1 Sauter Claus,2024-12,2024,12,14540000.0
38.1 Sauter Claus,2025-01,2025,1,14530000.0
38.1 Sauter Claus,2025-02,2025,2,14530000.0
38.1 Sauter Claus,2025-03,2025,3,14530000.0
38.1 Sauter Claus,2025-04,2025,4,14530000.0
38.1 Sauter Claus,2025-05,2025,5,14530000.0
38.1 Sauter Claus,2025-06,2025,6,14530000.0
38.1 Sauter Claus,2025-07,2025,7,14530000.0
38.1 Sauter Claus,2025-08,2025,8,14530000.0
38.1 Sauter Claus,2025-09,2025,9,14530000.0
38.1 Sauter Claus,2025-10,2025,10,14530000.0
38.10 Sauter Juliana,2023-10,2023,10,880000.0
38.10 Sauter Juliana,2023-11,2023,11,880000.0
38.10 Sauter Juliana,2023-12,2023,12,880000.0
38.10 Sauter Juliana,2024-01,2024,1,880000.0
38.10 Sauter Juliana,2024-02,2024,2,880000.0
38.10 Sauter Juliana,2024-03,2024,3,880000.0
38.10 Sauter Juliana,2024-04,2024,4,880000.0
38.10 Sauter Juliana,2024-05,2024,5,880000.0
38.10 Sauter Juliana,2024-06,2024,6,880000.0
38.10 Sauter Juliana,2024-07,2024,7,880000.0
38.10 Sauter Juliana,2024-08,2024,8,880000.0
38.10 Sauter Juliana,2024-09,2024,9,880000.0
38.10 Sauter Juliana,2024-10,2024,10,880000.0
38.10 Sauter Juliana,2024-11,2024,11,880000.0
38.10 Sauter Juliana,2024-12,2024,12,880000.0
38.10 Sauter Juliana,2025-01,2025,1,880000.0
38.10 Sauter Juliana,2025-02,2025,2,880000.0
38.10 Sauter Juliana,2025-03,2025,3,880000.0
38.10 Sauter Juliana,2025-04,2025,4,880000.0
38.10 Sauter Juliana,2025-05,2025,5,880000.0
38.10 Sauter Juliana,2025-06,2025,6,880000.0
38.10 Sauter Juliana,2025-07,2025,7,880000.0
38.10 Sauter Juliana,2025-08,2025,8,880000.0
38.10 Sauter Juliana,2025-09,2025,9,880000.0
38.10 Sauter Juliana,2025-10,2025,10,880000.0
38.11 Sauter Victoria,2023-10,2023,10,880000.0
38.11 Sauter Victoria,2023-11,2023,11,880000.0
38.11 Sauter Victoria,2023-12,2023,12,880000.0
38.11 Sauter Victoria,2024-01,2024,1,880000.0
38.11 Sauter Victoria,2024-02,2024,2,880000.0
38.11 Sauter Victoria,2024-03,2024,3,880000.0
38.11 Sauter Victoria,2024-04,2024,4,880000.0
38.11 Sauter Victoria,2024-05,2024,5,880000.0
38.11 Sauter Victoria,2024-06,2024,6,880000.0
38.11 Sauter Victoria,2024-07,2024,7,880000.0
38.11 Sauter Victoria,2024-08,2024,8,880000.0
38.11 Sauter Victoria,2024-09,2024,9,880000.0
38.11 Sauter Victoria,2024-10,2024,10,880000.0
38.11 Sauter Victoria,2024-11,2024,11,880000.0
38.11 Sauter Victoria,2024-12,2024,12,880000.0
38.11 Sauter Victoria,2025-01,2025,1,880000.0
38.11 Sauter Victoria,2025-02,2025,2,880000.0
38.11 Sauter Victoria,2025-03,2025,3,880000.0
38.11 Sauter Victoria,2025-04,2025,4,880000.0
38.11 Sauter Victoria,2025-05,2025,5,880000.0
38.11 Sauter Victoria,2025-06,2025,6,880000.0
38.11 Sauter Victoria,2025-07,2025,7,880000.0
38.11 Sauter Victoria,2025-08,2025,8,880000.0
38.11 Sauter Victoria,2025-09,2025,9,880000.0
38.11 Sauter Victoria,2025-10,2025,10,880000.0
38.11 Sauter Victoria,2025-11,2025,11,880000.0
38.12 Vanguard Group Inc/The,2007-04,2007,4,0.0
38.12 Vanguard Group Inc/The,2007-05,2007,5,0.0
38.12 Vanguard Group Inc/The,2007-06,2007,6,0.0
38.12 Vanguard Group Inc/The,2007-07,2007,7,400000.0
38.12 Vanguard Group Inc/The,2007-08,2007,8,400000.0
38.12 Vanguard Group Inc/The,2007-09,2007,9,400000.0
38.12 Vanguard Group Inc/The,2007-10,2007,10,400000.0
38.12 Vanguard Group Inc/The,2007-11,2007,11,400000.0
38.12 Vanguard Group Inc/The,2007-12,2007,12,400000.0
38.12 Vanguard Group Inc/The,2008-01,2008,1,0.0
38.12 Vanguard Group Inc/The,2008-02,2008,2,0.0
38.12 Vanguard Group Inc/The,2008-03,2008,3,0.0
38.12 Vanguard Group Inc/The,2008-04,2008,4,0.0
38.12 Vanguard Group Inc/The,2008-05,2008,5,0.0
38.12 Vanguard Group Inc/The,2008-06,2008,6,0.0
38.12 Vanguard Group Inc/The,2008-07,2008,7,0.0
38.12 Vanguard Group Inc/The,2008-08,2008,8,0.0
38.12 Vanguard Group Inc/The,2008-09,2008,9,0.0
38.12 Vanguard Group Inc/The,2008-10,2008,10,0.0
38.12 Vanguard Group Inc/The,2008-11,2008,11,0.0
38.12 Vanguard Group Inc/The,2008-12,2008,12,0.0
38.12 Vanguard Group Inc/The,2009-01,2009,1,0.0
38.12 Vanguard Group Inc/The,2009-02,2009,2,0.0
38.12 Vanguard Group Inc/The,2009-03,2009,3,0.0
38.12 Vanguard Group Inc/The,2009-04,2009,4,0.0
38.12 Vanguard Group Inc/The,2009-05,2009,5,0.0
38.12 Vanguard Group Inc/The,2009-06,2009,6,0.0
38.12 Vanguard Group Inc/The,2009-07,2009,7,0.0
38.12 Vanguard Group Inc/The,2009-08,2009,8,0.0
38.12 Vanguard Group Inc/The,2009-09,2009,9,0.0
38.12 Vanguard Group Inc/The,2009-10,2009,10,0.0
38.12 Vanguard Group Inc/The,2009-11,2009,11,0.0
38.12 Vanguard Group Inc/The,2009-12,2009,12,0.0
38.12 Vanguard Group Inc/The,2010-01,2010,1,0.0
38.12 Vanguard Group Inc/The,2010-02,2010,2,0.0
38.12 Vanguard Group Inc/The,2010-03,2010,3,0.0
38.12 Vanguard Group Inc/The,2010-04,2010,4,0.0
38.12 Vanguard Group Inc/The,2010-05,2010,5,0.0
38.12 Vanguard Group Inc/The,2010-06,2010,6,0.0
38.12 Vanguard Group Inc/The,2010-07,2010,7,0.0
38.12 Vanguard Group Inc/The,2010-08,2010,8,0.0
38.12 Vanguard Group Inc/The,2010-09,2010,9,0.0
38.12 Vanguard Group Inc/The,2010-10,2010,10,0.0
38.12 Vanguard Group Inc/The,2010-11,2010,11,0.0
38.12 Vanguard Group Inc/The,2010-12,2010,12,0.0
38.12 Vanguard Group Inc/The,2011-01,2011,1,34290.0
38.12 Vanguard Group Inc/The,2011-02,2011,2,34290.0
38.12 Vanguard Group Inc/The,2011-03,2011,3,34290.0
38.12 Vanguard Group Inc/The,2011-04,2011,4,88570.0
38.12 Vanguard Group Inc/The,2011-05,2011,5,88570.0
38.12 Vanguard Group Inc/The,2011-06,2011,6,88570.0
38.12 Vanguard Group Inc/The,2011-07,2011,7,88570.0
38.12 Vanguard Group Inc/The,2011-08,2011,8,88570.0
38.12 Vanguard Group Inc/The,2011-09,2011,9,88570.0
38.12 Vanguard Group Inc/The,2011-10,2011,10,88570.0
38.12 Vanguard Group Inc/The,2011-11,2011,11,88570.0
38.12 Vanguard Group Inc/The,2011-12,2011,12,88570.0
38.12 Vanguard Group Inc/The,2012-01,2012,1,85710.0
38.12 Vanguard Group Inc/The,2012-02,2012,2,85710.0
38.12 Vanguard Group Inc/The,2012-03,2012,3,85710.0
38.12 Vanguard Group Inc/The,2012-04,2012,4,88570.0
38.12 Vanguard Group Inc/The,2012-05,2012,5,88570.0
38.12 Vanguard Group Inc/The,2012-06,2012,6,88570.0
38.12 Vanguard Group Inc/The,2012-07,2012,7,88570.0
38.12 Vanguard Group Inc/The,2012-08,2012,8,88570.0
38.12 Vanguard Group Inc/The,2012-09,2012,9,88570.0
38.12 Vanguard Group Inc/The,2012-10,2012,10,88570.0
38.12 Vanguard Group Inc/The,2012-11,2012,11,88570.0
38.12 Vanguard Group Inc/The,2012-12,2012,12,88570.0
38.12 Vanguard Group Inc/The,2013-01,2013,1,0.0
38.12 Vanguard Group Inc/The,2013-02,2013,2,0.0
38.12 Vanguard Group Inc/The,2013-03,2013,3,0.0
38.12 Vanguard Group Inc/The,2013-04,2013,4,0.0
38.12 Vanguard Group Inc/The,2013-05,2013,5,0.0
38.12 Vanguard Group Inc/The,2013-06,2013,6,0.0
38.12 Vanguard Group Inc/The,2013-07,2013,7,0.0
38.12 Vanguard Group Inc/The,2013-08,2013,8,0.0
38.12 Vanguard Group Inc/The,2013-09,2013,9,0.0
38.12 Vanguard Group Inc/The,2013-10,2013,10,0.0
38.12 Vanguard Group Inc/The,2013-11,2013,11,0.0
38.12 Vanguard Group Inc/The,2013-12,2013,12,0.0
38.12 Vanguard Group Inc/The,2014-01,2014,1,0.0
38.12 Vanguard Group Inc/The,2014-02,2014,2,0.0
38.12 Vanguard Group Inc/The,2014-03,2014,3,0.0
38.12 Vanguard Group Inc/The,2014-04,2014,4,0.0
38.12 Vanguard Group Inc/The,2014-05,2014,5,0.0
38.12 Vanguard Group Inc/The,2014-06,2014,6,0.0
38.12 Vanguard Group Inc/The,2014-07,2014,7,0.0
38.12 Vanguard Group Inc/The,2014-08,2014,8,0.0
38.12 Vanguard Group Inc/The,2014-09,2014,9,0.0
38.12 Vanguard Group Inc/The,2014-10,2014,10,0.0
38.12 Vanguard Group Inc/The,2014-11,2014,11,0.0
38.12 Vanguard Group Inc/The,2014-12,2014,12,0.0
38.12 Vanguard Group Inc/The,2015-01,2015,1,0.0
38.12 Vanguard Group Inc/The,2015-01,2015,1,0.0
38.12 Vanguard Group Inc/The,2015-02,2015,2,0.0
38.12 Vanguard Group Inc/The,2015-03,2015,3,0.0
38.12 Vanguard Group Inc/The,2015-04,2015,4,0.0
38.12 Vanguard Group Inc/The,2015-04,2015,4,0.0
38.12 Vanguard Group Inc/The,2015-05,2015,5,0.0
38.12 Vanguard Group Inc/The,2015-06,2015,6,0.0
38.12 Vanguard Group Inc/The,2015-07,2015,7,0.0
38.12 Vanguard Group Inc/The,2015-07,2015,7,0.0
38.12 Vanguard Group Inc/The,2015-08,2015,8,0.0
38.12 Vanguard Group Inc/The,2015-09,2015,9,0.0
38.12 Vanguard Group Inc/The,2015-10,2015,10,0.0
38.12 Vanguard Group Inc/The,2015-10,2015,10,0.0
38.12 Vanguard Group Inc/The,2015-11,2015,11,0.0
38.12 Vanguard Group Inc/The,2015-12,2015,12,0.0
38.12 Vanguard Group Inc/The,2016-01,2016,1,0.0
38.12 Vanguard Group Inc/The,2016-02,2016,2,0.0
38.12 Vanguard Group Inc/The,2016-03,2016,3,0.0
38.12 Vanguard Group Inc/The,2016-04,2016,4,0.0
38.12 Vanguard Group Inc/The,2016-05,2016,5,0.0
38.12 Vanguard Group Inc/The,2016-06,2016,6,0.0
38.12 Vanguard Group Inc/The,2016-07,2016,7,0.0
38.12 Vanguard Group Inc/The,2016-08,2016,8,0.0
38.12 Vanguard Group Inc/The,2016-09,2016,9,0.0
38.12 Vanguard Group Inc/The,2016-10,2016,10,0.0
38.12 Vanguard Group Inc/The,2016-11,2016,11,0.0
38.12 Vanguard Group Inc/The,2016-12,2016,12,0.0
38.12 Vanguard Group Inc/The,2017-01,2017,1,0.0
38.12 Vanguard Group Inc/The,2017-02,2017,2,0.0
38.12 Vanguard Group Inc/The,2017-03,2017,3,0.0
38.12 Vanguard Group Inc/The,2017-04,2017,4,0.0
38.12 Vanguard Group Inc/The,2017-05,2017,5,0.0
38.12 Vanguard Group Inc/The,2017-06,2017,6,0.0
38.12 Vanguard Group Inc/The,2017-07,2017,7,0.0
38.12 Vanguard Group Inc/The,2017-08,2017,8,0.0
38.12 Vanguard Group Inc/The,2017-09,2017,9,0.0
38.12 Vanguard Group Inc/The,2017-10,2017,10,0.0
38.12 Vanguard Group Inc/The,2017-11,2017,11,0.0
38.12 Vanguard Group Inc/The,2017-12,2017,12,0.0
38.12 Vanguard Group Inc/The,2018-01,2018,1,0.0
38.12 Vanguard Group Inc/The,2018-02,2018,2,0.0
38.12 Vanguard Group Inc/The,2018-03,2018,3,0.0
38.12 Vanguard Group Inc/The,2018-04,2018,4,0.0
38.12 Vanguard Group Inc/The,2018-05,2018,5,0.0
38.12 Vanguard Group Inc/The,2018-06,2018,6,0.0
38.12 Vanguard Group Inc/The,2018-07,2018,7,0.0
38.12 Vanguard Group Inc/The,2018-08,2018,8,0.0
38.12 Vanguard Group Inc/The,2018-09,2018,9,0.0
38.12 Vanguard Group Inc/The,2018-10,2018,10,0.0
38.12 Vanguard Group Inc/The,2018-11,2018,11,0.0
38.12 Vanguard Group Inc/The,2018-12,2018,12,0.0
38.12 Vanguard Group Inc/The,2019-01,2019,1,0.0
38.12 Vanguard Group Inc/The,2019-02,2019,2,0.0
38.12 Vanguard Group Inc/The,2019-03,2019,3,0.0
38.12 Vanguard Group Inc/The,2019-04,2019,4,0.0
38.12 Vanguard Group Inc/The,2019-05,2019,5,0.0
38.12 Vanguard Group Inc/The,2019-06,2019,6,0.0
38.12 Vanguard Group Inc/The,2019-07,2019,7,0.0
38.12 Vanguard Group Inc/The,2019-08,2019,8,0.0
38.12 Vanguard Group Inc/The,2019-09,2019,9,0.0
38.12 Vanguard Group Inc/The,2019-10,2019,10,0.0
38.12 Vanguard Group Inc/The,2019-11,2019,11,0.0
38.12 Vanguard Group Inc/The,2019-12,2019,12,0.0
38.12 Vanguard Group Inc/The,2020-01,2020,1,0.0
38.12 Vanguard Group Inc/The,2020-02,2020,2,0.0
38.12 Vanguard Group Inc/The,2020-03,2020,3,0.0
38.12 Vanguard Group Inc/The,2020-04,2020,4,0.0
38.12 Vanguard Group Inc/The,2020-05,2020,5,0.0
38.12 Vanguard Group Inc/The,2020-06,2020,6,0.0
38.12 Vanguard Group Inc/The,2020-07,2020,7,0.0
38.12 Vanguard Group Inc/The,2020-08,2020,8,0.0
38.12 Vanguard Group Inc/The,2020-09,2020,9,0.0
38.12 Vanguard Group Inc/The,2020-10,2020,10,0.0
38.12 Vanguard Group Inc/The,2020-11,2020,11,0.0
38.12 Vanguard Group Inc/The,2020-12,2020,12,0.0
38.12 Vanguard Group Inc/The,2021-01,2021,1,0.0
38.12 Vanguard Group Inc/The,2021-02,2021,2,0.0
38.12 Vanguard Group Inc/The,2021-03,2021,3,0.0
38.12 Vanguard Group Inc/The,2021-04,2021,4,457140.0
38.12 Vanguard Group Inc/The,2021-05,2021,5,457140.0
38.12 Vanguard Group Inc/The,2021-06,2021,6,457140.0
38.12 Vanguard Group Inc/The,2021-07,2021,7,565710.0
