filename,x_label,y_value
cropped_page_19.png,2011.04,167.4k
cropped_page_19.png,2011.07,167.4k
cropped_page_19.png,2011.10,167.4k
cropped_page_19.png,2012.01,167.4k
cropped_page_19.png,2012.04,167.4k
cropped_page_19.png,2012.07,167.4k
cropped_page_19.png,2012.10,167.4k
cropped_page_19.png,2013.01,167.4k
cropped_page_19.png,2013.04,167.4k
cropped_page_19.png,2013.07,167.4k
cropped_page_19.png,2013.10,167.4k
cropped_page_19.png,2014.01,167.4k
cropped_page_19.png,2014.04,167.4k
cropped_page_19.png,2014.07,167.4k
cropped_page_19.png,2014.10,167.4k
cropped_page_19.png,2015.01,167.4k
cropped_page_19.png,2015.04,167.4k
cropped_page_19.png,2015.07,167.4k
cropped_page_19.png,2015.10,167.4k
cropped_page_19.png,2016.01,167.4k
cropped_page_19.png,2016.04,167.4k
cropped_page_19.png,2016.07,167.4k
cropped_page_19.png,2016.10,167.4k
cropped_page_19.png,2017.01,167.4k
cropped_page_19.png,2017.04,167.4k
cropped_page_19.png,2017.07,167.4k
cropped_page_19.png,2017.10,167.4k
cropped_page_19.png,2018.01,167.4k
cropped_page_19.png,2018.04,167.4k
cropped_page_19.png,2018.07,167.4k
cropped_page_19.png,2018.10,167.4k
cropped_page_19.png,2019.01,167.4k
cropped_page_19.png,2019.04,167.4k
cropped_page_19.png,2019.07,167.4k
cropped_page_19.png,2019.10,167.4k
cropped_page_19.png,2020.01,167.4k
cropped_page_19.png,2020.04,167.4k
cropped_page_19.png,2020.07,167.4k
cropped_page_19.png,2020.10,167.4k
cropped_page_19.png,2021.01,167.4k
cropped_page_19.png,2021.04,167.4k
cropped_page_19.png,2021.07,167.4k
cropped_page_19.png,2021.10,167.4k
cropped_page_19.png,2022.01,167.4k
cropped_page_19.png,2022.04,167.4k
cropped_page_19.png,2022.07,167.4k
cropped_page_19.png,2022.10,167.4k
cropped_page_19.png,2023.01,167.4k
cropped_page_19.png,2023.04,167.4k
cropped_page_19.png,2023.07,167.4k
cropped_page_19.png,2023.10,167.4k
cropped_page_19.png,2024.01,167.4k
cropped_page_19.png,2024.04,167.4k
cropped_page_19.png,2024.07,167.4k
cropped_page_19.png,2024.10,167.4k
cropped_page_19.png,2025.01,167.4k
cropped_page_19.png,2025.04,167.4k
cropped_page_19.png,2025.07,167.4k
cropped_page_19.png,2025.10,167.4k
cropped_page_20.png,2020.01,152k
cropped_page_20.png,2020.04,152k
cropped_page_20.png,2020.07,152k
cropped_page_20.png,2020.10,152k
cropped_page_20.png,2021.01,152k
cropped_page_20.png,2021.04,152k
cropped_page_20.png,2021.07,152k
cropped_page_20.png,2021.10,152k
cropped_page_20.png,2022.01,152k
cropped_page_20.png,2022.04,152k
cropped_page_20.png,2022.07,152k
cropped_page_20.png,2022.10,152k
cropped_page_20.png,2023.01,152k
cropped_page_20.png,2023.04,152k
cropped_page_20.png,2023.07,152k
cropped_page_20.png,2023.10,152k
cropped_page_20.png,2024.01,152k
cropped_page_20.png,2024.04,152k
cropped_page_20.png,2024.07,152k
cropped_page_20.png,2024.10,152k
cropped_page_20.png,2025.01,152k
cropped_page_20.png,2025.04,152k
cropped_page_20.png,2025.07,152k
cropped_page_20.png,2025.10,152k
cropped_page_21.png,2024.06,100.02k
cropped_page_21.png,2024.07,100.02k
cropped_page_21.png,2024.08,100.02k
cropped_page_21.png,2024.09,100.02k
cropped_page_21.png,2024.10,100.02k
cropped_page_21.png,2024.11,100.02k
cropped_page_21.png,2024.12,100.02k
cropped_page_21.png,2025.01,100.02k
cropped_page_21.png,2025.02,100.02k
cropped_page_21.png,2025.03,100.02k
cropped_page_21.png,2025.04,100.02k
cropped_page_21.png,2025.05,100.02k
cropped_page_21.png,2025.06,100.02k
cropped_page_21.png,2025.07,100.02k
cropped_page_21.png,2025.08,100.02k
cropped_page_21.png,2025.09,100.02k
cropped_page_21.png,2025.10,100.02k
cropped_page_21.png,2025.11,100.02k
cropped_page_21.png,2025.12,100.02k
cropped_page_22.png,2007.10,50k
cropped_page_22.png,2008.01,50k
cropped_page_22.png,2008.04,50k
cropped_page_22.png,2008.07,50k
cropped_page_22.png,2008.10,0
cropped_page_22.png,2009.01,0
cropped_page_22.png,2009.04,0
cropped_page_22.png,2009.07,0
cropped_page_22.png,2009.10,0
cropped_page_22.png,2010.01,0
cropped_page_22.png,2010.04,0
cropped_page_22.png,2010.07,0
cropped_page_22.png,2010.10,0
cropped_page_22.png,2011.01,0
cropped_page_22.png,2011.04,0
cropped_page_22.png,2011.07,0
cropped_page_22.png,2011.10,0
cropped_page_22.png,2012.01,0
cropped_page_22.png,2012.04,27.34k
cropped_page_22.png,2012.07,0
cropped_page_22.png,2012.10,0
cropped_page_22.png,2013.01,0
cropped_page_22.png,2013.04,0
cropped_page_22.png,2013.07,0
cropped_page_22.png,2013.10,0
cropped_page_22.png,2014.01,0
cropped_page_22.png,2014.04,0
cropped_page_22.png,2014.07,0
cropped_page_22.png,2014.10,0
cropped_page_22.png,2015.01,0
cropped_page_22.png,2015.04,0
cropped_page_22.png,2015.07,0
cropped_page_22.png,2015.10,0
cropped_page_22.png,2016.01,0
cropped_page_22.png,2016.04,0
cropped_page_22.png,2016.07,0
cropped_page_22.png,2016.10,0
cropped_page_22.png,2017.01,0
cropped_page_22.png,2017.04,19.53k
cropped_page_22.png,2017.07,18.75k
cropped_page_22.png,2017.10,17.19k
cropped_page_22.png,2018.01,20.31k
cropped_page_22.png,2018.04,0
cropped_page_22.png,2018.07,127.34k
cropped_page_22.png,2018.10,0
cropped_page_22.png,2019.01,0
cropped_page_22.png,2019.04,0
cropped_page_22.png,2019.07,38.28k
cropped_page_22.png,2019.10,10.16k
cropped_page_22.png,2020.01,35.16k
cropped_page_22.png,2020.04,25.00k
cropped_page_22.png,2020.07,0
cropped_page_22.png,2020.10,102.34k
cropped_page_22.png,2021.01,133.59k
cropped_page_22.png,2021.04,177.34k
cropped_page_22.png,2021.07,200k
cropped_page_22.png,2021.10,211.72k
cropped_page_22.png,2022.01,176.56k
cropped_page_22.png,2022.04,150k
cropped_page_22.png,2022.07,120.31k
cropped_page_22.png,2022.10,102.34k
cropped_page_22.png,2023.01,78.12k
cropped_page_22.png,2023.04,127.34k
cropped_page_22.png,2023.07,132.03k
cropped_page_22.png,2023.10,122.66k
cropped_page_22.png,2024.01,64.84k
cropped_page_22.png,2024.04,150k
cropped_page_22.png,2024.07,117.19k
cropped_page_22.png,2024.10,102.34k
cropped_page_22.png,2025.01,88.28k
cropped_page_22.png,2025.04,87.50k
cropped_page_22.png,2025.07,87.50k
cropped_page_22.png,2025.10,87.50k
cropped_page_23.png,2016.04,31.48k
cropped_page_23.png,2016.07,35.93k
cropped_page_23.png,2016.10,30.74k
cropped_page_23.png,2017.01,25.56k
cropped_page_23.png,2017.04,20k
cropped_page_23.png,2017.07,13.33k
cropped_page_23.png,2017.10,9.63k
cropped_page_23.png,2018.01,20k
cropped_page_23.png,2018.04,31.85k
cropped_page_23.png,2018.07,20k
cropped_page_23.png,2018.10,20k
cropped_page_23.png,2019.01,20k
cropped_page_23.png,2019.04,20k
cropped_page_23.png,2019.07,53.70k
cropped_page_23.png,2019.10,49.26k
cropped_page_23.png,2020.01,44.07k
cropped_page_23.png,2020.04,70.74k
cropped_page_23.png,2020.07,69.26k
cropped_page_23.png,2020.10,60k
cropped_page_23.png,2021.01,79.26k
cropped_page_23.png,2021.04,110.00k
cropped_page_23.png,2021.07,79.26k
cropped_page_23.png,2021.10,72.96k
cropped_page_23.png,2022.01,60k
cropped_page_23.png,2022.04,55.19k
cropped_page_23.png,2022.07,63.70k
cropped_page_23.png,2022.10,60k
cropped_page_23.png,2023.01,73.70k
cropped_page_23.png,2023.04,65.56k
cropped_page_23.png,2023.07,73.70k
cropped_page_23.png,2023.10,54.81k
cropped_page_23.png,2024.01,53.33k
cropped_page_23.png,2024.04,73.70k
cropped_page_23.png,2024.07,71.48k
cropped_page_23.png,2024.10,79.26k
cropped_page_23.png,2025.01,79.26k
cropped_page_23.png,2025.04,98.52k
cropped_page_23.png,2025.07,87.41k
cropped_page_23.png,2025.10,86.30k
cropped_page_24.png,2008.07,68.22k
cropped_page_24.png,2008.10,68.22k
cropped_page_24.png,2009.01,68.22k
cropped_page_24.png,2009.04,68.22k
cropped_page_24.png,2009.07,68.22k
cropped_page_24.png,2009.10,68.22k
cropped_page_24.png,2010.01,68.22k
cropped_page_24.png,2010.04,68.22k
cropped_page_24.png,2010.07,68.22k
cropped_page_24.png,2010.10,68.22k
cropped_page_24.png,2011.01,68.22k
cropped_page_24.png,2011.04,68.22k
cropped_page_24.png,2011.07,68.22k
cropped_page_24.png,2011.10,68.22k
cropped_page_24.png,2012.01,68.22k
cropped_page_24.png,2012.04,68.22k
cropped_page_24.png,2012.07,68.22k
cropped_page_24.png,2012.10,68.22k
cropped_page_24.png,2013.01,68.22k
cropped_page_24.png,2013.04,68.22k
cropped_page_24.png,2013.07,68.22k
cropped_page_24.png,2013.10,68.22k
cropped_page_24.png,2014.01,68.22k
cropped_page_24.png,2014.04,68.22k
cropped_page_24.png,2014.07,68.22k
cropped_page_24.png,2014.10,68.22k
cropped_page_24.png,2015.01,68.22k
cropped_page_24.png,2015.04,68.22k
cropped_page_24.png,2015.07,68.22k
cropped_page_24.png,2015.10,68.22k
cropped_page_24.png,2016.01,68.22k
cropped_page_24.png,2016.04,68.22k
cropped_page_24.png,2016.07,68.22k
cropped_page_24.png,2016.10,68.22k
cropped_page_24.png,2017.01,68.22k
cropped_page_24.png,2017.04,68.22k
cropped_page_24.png,2017.07,68.22k
cropped_page_24.png,2017.10,68.22k
cropped_page_24.png,2018.01,68.22k
cropped_page_24.png,2018.04,68.22k
cropped_page_24.png,2018.07,68.22k
cropped_page_24.png,2018.10,68.22k
cropped_page_24.png,2019.01,68.22k
cropped_page_24.png,2019.04,68.22k
cropped_page_24.png,2019.07,68.22k
cropped_page_24.png,2019.10,68.22k
cropped_page_24.png,2020.01,68.22k
cropped_page_24.png,2020.04,68.22k
cropped_page_24.png,2020.07,68.22k
cropped_page_24.png,2020.10,68.22k
cropped_page_24.png,2021.01,68.22k
cropped_page_24.png,2021.04,68.22k
cropped_page_24.png,2021.07,68.22k
cropped_page_24.png,2021.10,68.22k
cropped_page_24.png,2022.01,68.22k
cropped_page_24.png,2022.04,68.22k
cropped_page_24.png,2022.07,68.22k
cropped_page_24.png,2022.10,68.22k
cropped_page_24.png,2023.01,68.22k
cropped_page_24.png,2023.04,68.22k
cropped_page_24.png,2023.07,68.22k
cropped_page_24.png,2023.10,68.22k
cropped_page_24.png,2024.01,68.22k
cropped_page_24.png,2024.04,68.22k
cropped_page_24.png,2024.07,68.22k
cropped_page_24.png,2024.10,68.22k
cropped_page_24.png,2025.01,68.22k
cropped_page_24.png,2025.04,68.22k
cropped_page_24.png,2025.07,68.22k
cropped_page_24.png,2025.10,68.22k
cropped_page_25.png,2022.07,16.22k
cropped_page_25.png,2022.10,15.78k
cropped_page_25.png,2023.01,15.78k
cropped_page_25.png,2023.04,76.89k
cropped_page_25.png,2023.07,54.00k
cropped_page_25.png,2023.10,51.33k
cropped_page_25.png,2024.01,51.33k
cropped_page_25.png,2024.04,51.33k
cropped_page_25.png,2024.07,40.22k
cropped_page_25.png,2024.10,40.22k
cropped_page_25.png,2025.01,40.22k
cropped_page_25.png,2025.04,40.22k
cropped_page_25.png,2025.07,47.11k
cropped_page_25.png,2025.10,47.11k
cropped_page_26.png,2023.07,45k
cropped_page_26.png,2023.08,45k
cropped_page_26.png,2023.09,45k
cropped_page_26.png,2023.10,45k
cropped_page_26.png,2023.11,45k
cropped_page_26.png,2023.12,45k
cropped_page_26.png,2024.01,45k
cropped_page_26.png,2024.02,45k
cropped_page_26.png,2024.03,45k
cropped_page_26.png,2024.04,45k
cropped_page_26.png,2024.05,45k
cropped_page_26.png,2024.06,45k
cropped_page_26.png,2024.07,45k
cropped_page_26.png,2024.08,45k
cropped_page_26.png,2024.09,45k
cropped_page_26.png,2024.10,45k
cropped_page_26.png,2024.11,45k
cropped_page_26.png,2024.12,45k
cropped_page_27.png,2007.01,42.33k
cropped_page_27.png,2007.04,42.33k
cropped_page_27.png,2007.07,42.33k
cropped_page_27.png,2007.10,42.33k
cropped_page_27.png,2008.01,42.33k
cropped_page_27.png,2008.04,42.33k
cropped_page_27.png,2008.07,42.33k
cropped_page_27.png,2008.10,42.33k
cropped_page_27.png,2009.01,42.33k
cropped_page_27.png,2009.04,42.33k
cropped_page_27.png,2009.07,42.33k
cropped_page_27.png,2009.10,42.33k
cropped_page_27.png,2010.01,42.33k
cropped_page_27.png,2010.04,42.33k
cropped_page_27.png,2010.07,42.33k
cropped_page_27.png,2010.10,42.33k
cropped_page_27.png,2011.01,42.33k
cropped_page_27.png,2011.04,42.33k
cropped_page_27.png,2011.07,42.33k
cropped_page_27.png,2011.10,42.33k
cropped_page_27.png,2012.01,42.33k
cropped_page_27.png,2012.04,42.33k
cropped_page_27.png,2012.07,42.33k
cropped_page_27.png,2012.10,42.33k
cropped_page_27.png,2013.01,42.33k
cropped_page_27.png,2013.04,42.33k
cropped_page_27.png,2013.07,42.33k
cropped_page_27.png,2013.10,42.33k
cropped_page_27.png,2014.01,42.33k
cropped_page_27.png,2014.04,42.33k
cropped_page_27.png,2014.07,42.33k
cropped_page_27.png,2014.10,42.33k
cropped_page_27.png,2015.01,42.33k
cropped_page_27.png,2015.04,42.33k
cropped_page_27.png,2015.07,42.33k
cropped_page_27.png,2015.10,42.33k
cropped_page_27.png,2016.01,42.33k
cropped_page_27.png,2016.04,42.33k
cropped_page_27.png,2016.07,42.33k
cropped_page_27.png,2016.10,42.33k
cropped_page_27.png,2017.01,42.33k
cropped_page_27.png,2017.04,42.33k
cropped_page_27.png,2017.07,42.33k
cropped_page_27.png,2017.10,42.33k
cropped_page_27.png,2018.01,42.33k
cropped_page_27.png,2018.04,42.33k
cropped_page_27.png,2018.07,42.33k
cropped_page_27.png,2018.10,42.33k
cropped_page_27.png,2019.01,42.33k
cropped_page_27.png,2019.04,42.33k
cropped_page_27.png,2019.07,42.33k
cropped_page_27.png,2019.10,42.33k
cropped_page_27.png,2020.01,42.33k
cropped_page_27.png,2020.04,42.33k
cropped_page_27.png,2020.07,42.33k
cropped_page_27.png,2020.10,42.33k
cropped_page_27.png,2021.01,42.33k
cropped_page_27.png,2021.04,42.33k
cropped_page_27.png,2021.07,42.33k
cropped_page_27.png,2021.10,42.33k
cropped_page_27.png,2022.01,42.33k
cropped_page_27.png,2022.04,42.33k
cropped_page_27.png,2022.07,42.33k
cropped_page_27.png,2022.10,42.33k
cropped_page_27.png,2023.01,42.33k
cropped_page_27.png,2023.04,42.33k
cropped_page_27.png,2023.07,42.33k
cropped_page_27.png,2023.10,42.33k
cropped_page_27.png,2024.01,42.33k
cropped_page_27.png,2024.04,42.33k
cropped_page_27.png,2024.07,42.33k
cropped_page_27.png,2024.10,42.33k
cropped_page_27.png,2025.01,42.33k
cropped_page_27.png,2025.04,42.33k
cropped_page_27.png,2025.07,42.33k
cropped_page_27.png,2025.10,42.33k
cropped_page_28.png,2021.01,209.15k
cropped_page_28.png,2021.04,209.15k
cropped_page_28.png,2021.07,141.98k
cropped_page_28.png,2021.10,125.19k
cropped_page_28.png,2022.01,112.21k
cropped_page_28.png,2022.04,111.45k
cropped_page_28.png,2022.07,100k
cropped_page_28.png,2023.01,100k
cropped_page_28.png,2023.04,0
cropped_page_28.png,2023.07,80.91k
cropped_page_28.png,2023.10,82.44k
cropped_page_28.png,2024.01,83.20k
cropped_page_28.png,2024.04,82.44k
cropped_page_28.png,2024.07,83.20k
cropped_page_28.png,2024.10,82.44k
cropped_page_28.png,2025.01,35.88k
cropped_page_28.png,2025.04,35.88k
cropped_page_28.png,2025.07,35.88k
cropped_page_28.png,2025.10,35.88k
cropped_page_29.png,2007.01,38k
cropped_page_29.png,2007.04,38k
cropped_page_29.png,2007.07,38k
cropped_page_29.png,2007.10,38k
cropped_page_29.png,2008.01,38k
cropped_page_29.png,2008.04,38k
cropped_page_29.png,2008.07,38k
cropped_page_29.png,2008.10,38k
cropped_page_29.png,2009.01,38k
cropped_page_29.png,2009.04,38k
cropped_page_29.png,2009.07,38k
cropped_page_29.png,2009.10,38k
cropped_page_29.png,2010.01,38k
cropped_page_29.png,2010.04,38k
cropped_page_29.png,2010.07,38k
cropped_page_29.png,2010.10,38k
cropped_page_29.png,2011.01,38k
cropped_page_29.png,2011.04,38k
cropped_page_29.png,2011.07,38k
cropped_page_29.png,2011.10,38k
cropped_page_29.png,2012.01,38k
cropped_page_29.png,2012.04,38k
cropped_page_29.png,2012.07,38k
cropped_page_29.png,2012.10,38k
cropped_page_29.png,2013.01,38k
cropped_page_29.png,2013.04,38k
cropped_page_29.png,2013.07,38k
cropped_page_29.png,2013.10,38k
cropped_page_29.png,2014.01,38k
cropped_page_29.png,2014.04,38k
cropped_page_29.png,2014.07,38k
cropped_page_29.png,2014.10,38k
cropped_page_29.png,2015.01,38k
cropped_page_29.png,2015.01,38k
cropped_page_29.png,2015.04,38k
cropped_page_29.png,2015.07,38k
cropped_page_29.png,2015.10,38k
cropped_page_29.png,2015.04,38k
cropped_page_29.png,2015.07,38k
cropped_page_29.png,2015.10,38k
cropped_page_29.png,2016.01,38k
cropped_page_29.png,2016.04,38k
cropped_page_29.png,2016.07,38k
cropped_page_29.png,2016.10,38k
cropped_page_29.png,2017.01,38k
cropped_page_29.png,2017.04,38k
cropped_page_29.png,2017.07,38k
cropped_page_29.png,2017.10,38k
cropped_page_29.png,2018.01,38k
cropped_page_29.png,2018.04,38k
cropped_page_29.png,2018.07,38k
cropped_page_29.png,2018.10,38k
cropped_page_29.png,2019.01,38k
cropped_page_29.png,2019.04,38k
cropped_page_29.png,2019.07,38k
cropped_page_29.png,2019.10,38k
cropped_page_29.png,2020.01,38k
cropped_page_29.png,2020.04,38k
cropped_page_29.png,2020.07,38k
cropped_page_29.png,2020.10,38k
cropped_page_29.png,2021.01,38k
cropped_page_29.png,2021.04,38k
cropped_page_29.png,2021.07,38k
cropped_page_29.png,2021.10,38k
cropped_page_29.png,2022.01,38k
cropped_page_29.png,2022.04,38k
cropped_page_29.png,2022.07,38k
cropped_page_29.png,2022.10,38k
cropped_page_29.png,2023.01,38k
cropped_page_29.png,2023.04,38k
cropped_page_29.png,2023.07,38k
cropped_page_29.png,2023.10,38k
cropped_page_29.png,2024.01,38k
cropped_page_29.png,2024.04,38k
cropped_page_29.png,2024.07,38k
cropped_page_29.png,2024.10,38k
cropped_page_29.png,2025.01,38k
cropped_page_29.png,2025.04,38k
cropped_page_29.png,2025.07,38k
cropped_page_29.png,2025.10,38k
cropped_page_30.png,2017.04,37.22k
cropped_page_30.png,2017.07,37.22k
cropped_page_30.png,2017.10,37.22k
cropped_page_30.png,2018.01,37.22k
cropped_page_30.png,2018.04,37.22k
cropped_page_30.png,2018.07,37.22k
cropped_page_30.png,2018.10,37.22k
cropped_page_30.png,2019.01,37.22k
cropped_page_30.png,2019.04,37.22k
cropped_page_30.png,2019.07,37.22k
cropped_page_30.png,2019.10,37.22k
cropped_page_30.png,2020.01,37.22k
cropped_page_30.png,2020.04,37.22k
cropped_page_30.png,2020.07,37.22k
cropped_page_30.png,2020.10,37.22k
cropped_page_30.png,2021.01,37.22k
cropped_page_30.png,2021.04,37.22k
cropped_page_30.png,2021.07,37.22k
cropped_page_30.png,2021.10,37.22k
cropped_page_30.png,2021.13,37.22k
cropped_page_30.png,2022.01,37.22k
cropped_page_30.png,2022.04,37.22k
cropped_page_30.png,2022.07,37.22k
cropped_page_30.png,2023.01,37.22k
cropped_page_30.png,2023.04,37.22k
cropped_page_30.png,2023.07,37.22k
cropped_page_30.png,2023.10,37.22k
cropped_page_30.png,2024.01,37.22k
cropped_page_30.png,2024.04,37.22k
cropped_page_30.png,2024.07,37.22k
cropped_page_30.png,2024.10,37.22k
cropped_page_30.png,2024.13,37.22k
cropped_page_30.png,2025.01,37.22k
cropped_page_30.png,2025.04,37.22k
cropped_page_30.png,2025.07,37.22k
cropped_page_31.png,2021.01,35.74k
cropped_page_31.png,2021.04,35.74k
cropped_page_31.png,2021.07,35.74k
cropped_page_31.png,2021.10,35.74k
cropped_page_31.png,2022.01,35.74k
cropped_page_31.png,2022.04,35.74k
cropped_page_31.png,2022.07,35.74k
cropped_page_31.png,2023.01,35.74k
cropped_page_31.png,2023.04,35.74k
cropped_page_31.png,2023.07,35.74k
cropped_page_31.png,2023.10,35.74k
cropped_page_31.png,2024.01,35.74k
cropped_page_31.png,2024.04,35.74k
cropped_page_31.png,2024.07,35.74k
cropped_page_31.png,2024.10,35.74k
cropped_page_31.png,2025.01,35.74k
cropped_page_31.png,2025.04,35.74k
cropped_page_31.png,2025.07,35.74k
cropped_page_32.png,2018.01,15.30k
cropped_page_32.png,2018.04,15.30k
cropped_page_32.png,2018.07,15.30k
cropped_page_32.png,2018.10,15.30k
cropped_page_32.png,2019.01,15.45k
cropped_page_32.png,2019.04,15.45k
cropped_page_32.png,2019.07,0
cropped_page_32.png,2019.10,0
cropped_page_32.png,2020.01,2.58k
cropped_page_32.png,2020.04,2.58k
cropped_page_32.png,2020.07,2.58k
cropped_page_32.png,2020.10,3.79k
cropped_page_32.png,2021.01,3.48k
cropped_page_32.png,2021.04,3.48k
cropped_page_32.png,2021.07,3.48k
cropped_page_32.png,2021.10,4.09k
cropped_page_32.png,2022.01,3.33k
cropped_page_32.png,2022.04,3.33k
cropped_page_32.png,2022.07,3.33k
cropped_page_32.png,2022.10,3.33k
cropped_page_32.png,2023.01,7.42k
cropped_page_32.png,2023.04,7.42k
cropped_page_32.png,2023.07,7.42k
cropped_page_32.png,2023.10,7.42k
cropped_page_32.png,2024.01,7.12k
cropped_page_32.png,2024.04,7.12k
cropped_page_32.png,2024.07,14.09k
cropped_page_32.png,2024.10,14.09k
cropped_page_32.png,2025.01,20k
cropped_page_32.png,2025.04,20k
cropped_page_32.png,2025.07,20k
cropped_page_32.png,2025.10,20k
cropped_page_32.png,2026.01,12.12k
cropped_page_32.png,2026.04,12.12k
cropped_page_32.png,2026.07,12.12k
cropped_page_32.png,2026.10,12.12k
cropped_page_32.png,2027.01,25.30k
cropped_page_32.png,2027.04,25.30k
cropped_page_32.png,2027.07,25.30k
cropped_page_32.png,2027.10,26.06k
cropped_page_32.png,2023.01,25.45k
cropped_page_32.png,2023.04,25.45k
cropped_page_32.png,2023.07,25.45k
cropped_page_32.png,2023.10,25.45k
cropped_page_32.png,2024.01,26.97k
cropped_page_32.png,2024.04,26.97k
cropped_page_32.png,2024.07,26.97k
cropped_page_32.png,2024.10,26.97k
cropped_page_32.png,2025.01,26.97k
cropped_page_32.png,2025.04,26.97k
cropped_page_32.png,2025.07,26.97k
cropped_page_32.png,2025.10,26.97k
cropped_page_32.png,2026.01,16.82k
cropped_page_32.png,2026.04,16.82k
cropped_page_32.png,2026.07,16.82k
cropped_page_32.png,2026.10,16.82k
cropped_page_32.png,2027.01,20k
cropped_page_32.png,2027.04,20k
cropped_page_32.png,2027.07,20k
cropped_page_32.png,2027.10,20k
cropped_page_32.png,2028.01,14.85k
cropped_page_32.png,2028.04,14.85k
cropped_page_32.png,2028.07,14.85k
cropped_page_32.png,2028.10,14.85k
cropped_page_32.png,2029.01,15.15k
cropped_page_32.png,2029.04,15.15k
cropped_page_32.png,2029.07,15.15k
cropped_page_32.png,2029.10,15.15k
cropped_page_32.png,2030.01,15.15k
cropped_page_32.png,2030.04,15.15k
cropped_page_32.png,2030.07,15.15k
cropped_page_32.png,2030.10,15.15k
cropped_page_32.png,2031.01,11.97k
cropped_page_32.png,2031.04,11.97k
cropped_page_32.png,2031.07,11.97k
cropped_page_32.png,2031.10,11.97k
cropped_page_32.png,2032.01,13.18k
cropped_page_32.png,2032.04,13.18k
cropped_page_32.png,2032.07,13.64k
cropped_page_32.png,2032.10,13.64k
cropped_page_32.png,2033.01,16.67k
cropped_page_32.png,2033.04,16.67k
cropped_page_32.png,2033.07,16.67k
cropped_page_32.png,2033.10,15.30k
cropped_page_32.png,2034.01,14.55k
cropped_page_33.png,2017.07,163.29k
cropped_page_33.png,2017.10,86.72k
cropped_page_33.png,2018.01,86.72k
cropped_page_33.png,2018.04,85.94k
cropped_page_33.png,2018.07,85.16k
cropped_page_33.png,2019.01,85.16k
cropped_page_33.png,2019.04,85.16k
cropped_page_33.png,2019.07,85.16k
cropped_page_33.png,2019.10,85.16k
cropped_page_33.png,2020.01,85.16k
cropped_page_33.png,2020.04,85.16k
cropped_page_33.png,2020.07,85.16k
cropped_page_33.png,2021.01,85.16k
cropped_page_33.png,2021.04,67.19k
cropped_page_33.png,2021.07,67.97k
cropped_page_33.png,2021.10,50.00k
cropped_page_33.png,2022.01,39.06k
cropped_page_33.png,2022.04,34.37k
cropped_page_33.png,2022.07,34.37k
cropped_page_33.png,2022.10,33.59k
cropped_page_33.png,2023.01,28.12k
cropped_page_33.png,2023.04,28.91k
cropped_page_33.png,2023.07,28.12k
cropped_page_33.png,2023.10,28.12k
cropped_page_33.png,2024.01,28.12k
cropped_page_33.png,2024.04,28.91k
cropped_page_33.png,2024.07,28.12k
cropped_page_33.png,2024.10,28.12k
cropped_page_33.png,2025.01,26.56k
cropped_page_33.png,2025.04,28.12k
cropped_page_33.png,2025.07,26.56k
cropped_page_33.png,2025.10,27.34k
cropped_page_34.png,2007.01,14.55k
cropped_page_34.png,2007.04,50.91k
cropped_page_34.png,2007.07,54.55k
cropped_page_34.png,2007.10,200k
cropped_page_34.png,2008.01,200k
cropped_page_34.png,2008.04,500k
cropped_page_34.png,2008.07,500k
cropped_page_34.png,2008.10,0
cropped_page_34.png,2009.01,0
cropped_page_34.png,2009.04,0
cropped_page_34.png,2009.07,0
cropped_page_34.png,2009.10,0
cropped_page_34.png,2010.01,0
cropped_page_34.png,2010.04,0
cropped_page_34.png,2010.07,0
cropped_page_34.png,2010.10,0
cropped_page_34.png,2011.01,0
cropped_page_34.png,2011.04,0
cropped_page_34.png,2011.07,0
cropped_page_34.png,2011.10,0
cropped_page_34.png,2012.01,0
cropped_page_34.png,2012.04,0
cropped_page_34.png,2012.07,0
cropped_page_34.png,2012.10,0
cropped_page_34.png,2013.01,0
cropped_page_34.png,2013.04,0
cropped_page_34.png,2013.07,0
cropped_page_34.png,2013.10,0
cropped_page_34.png,2014.01,0
cropped_page_34.png,2014.04,0
cropped_page_34.png,2014.07,0
cropped_page_34.png,2014.10,0
cropped_page_34.png,2015.01,0
cropped_page_34.png,2015.04,0
cropped_page_34.png,2015.07,0
cropped_page_34.png,2015.10,0
cropped_page_34.png,2016.01,0
cropped_page_34.png,2016.04,0
cropped_page_34.png,2016.07,0
cropped_page_34.png,2016.10,0
cropped_page_34.png,2017.01,0
cropped_page_34.png,2017.04,0
cropped_page_34.png,2017.07,0
cropped_page_34.png,2017.10,0
cropped_page_34.png,2018.01,0
cropped_page_34.png,2018.04,0
cropped_page_34.png,2018.07,0
cropped_page_34.png,2018.10,0
cropped_page_34.png,2019.01,0
cropped_page_34.png,2019.04,0
cropped_page_34.png,2019.07,0
cropped_page_34.png,2019.10,0
cropped_page_34.png,2020.01,0
cropped_page_34.png,2020.04,0
cropped_page_34.png,2020.07,0
cropped_page_34.png,2020.10,0
cropped_page_34.png,2021.01,16.36k
cropped_page_34.png,2021.04,18.18k
cropped_page_34.png,2021.07,45.45k
cropped_page_34.png,2021.10,43.64k
cropped_page_34.png,2022.01,32.73k
cropped_page_34.png,2022.04,34.55k
cropped_page_34.png,2022.07,50.91k
cropped_page_34.png,2022.10,50.91k
cropped_page_34.png,2023.01,30.91k
cropped_page_34.png,2023.04,32.73k
cropped_page_34.png,2023.07,27.27k
